Manufacturer,Model,Engine_Type,HP_or_lbs_thr_ea_engine,Max_speed_Knots,Rcmnd_cruise_Knots,Stall_Knots_dirty,Fuel_gal_lbs,All_eng_service_ceiling,All_eng_rate_of_climb,Takeoff_over_50ft,Takeoff_ground_run,Landing_over_50ft,Landing_ground_roll,Gross_weight_lbs,Empty_weight_lbs,Length_ft_in,Height_ft_in,Wing_span_ft_in,Range_NM,
Piper Aircraft,PA-30 C Turbo Twin Comanche,Piston,160,214,209,60,120,"30,000","1,290","1,590",990,"1,900","1,250","3,725","2,416",25/1,8/2,36/8,"1,100",
Piper Aircraft,PA-30 C Twin Comanche,Piston,160,178,172,60,90,"20,000","1,460","1,530",940,"1,870","1,215","3,600","2,270",25/1,8/2,36/0,785,
Piper Aircraft,PA-30 B Turbo Twin Comanche,Piston,160,209,194,60,120,"30,000","1,460","1,570",950,"1,875",700,"3,725","2,408",25/1,7/3,36/8,"1,100",
Piper Aircraft,"PA-30,B Twin Comanche",Piston,160,178,169,60,90,"18,600","1,460","1,570",950,"1,875",700,"3,600","2,210",25/1,7/3,36/0,770,
Piper Aircraft,PA-23-235 Apache,Piston,235,176,166,54,144,"17,200","1,450","1,280",830,"1,360",950,"4,800","2,735",27/7,10/3,37/1,710,
Piper Aircraft,"PA-23-160 G,-H Apache",Piston,160,159,150,53,72,"17,000","1,260","1,550","1,190","1,360",750,"3,800","2,230",27/4,9/6,37/1,616,
Piper Aircraft,PA-23-150 Apache,Piston,150,157,148,51,72,"17,000","1,250","1,600","1,190","1,360",670,"3,500","2,180",27/4,9/6,37/1,603,
Piper Aircraft,PA46-500TP Meridian,Propjet,500,260,245,69,"1,139","30,000","1,556","2,438","1,650","2,110","1,020","5,092","3,417",29/7,11/4,43/0,"1,000",
Piper Aircraft,PA-46-350P Malibu Mirage,Piston,350,232,201,60,120,"25,000","1,218","2,375","1,530","1,964","1,018","4,300","2,790",28/6,11/5,43/0,"1,261",
Piper Aircraft,PA-46-310P Malibu,Piston,310,203,187,50,120,"25,000","1,143","2,025","1,440","1,800","1,070","4,100","2,460",28/5,11/4,43/0,"1,261",
Piper Aircraft,PA-24-400 Comanche,Piston,400,194,185,59,100,"19,500","1,600","1,500",980,"1,820","1,180","3,600","2,110",25/8,7/1,36/0,756,
Piper Aircraft,PA-24-C 260 Comanche,Piston,260,170,161,53,60,"19,500","1,320","1,400",820,"1,200",690,"3,200","1,773",25/8,7/3,36/0,628,
Piper Aircraft,"PA-24-260,B-260 (24-260=2,900 gross weight)",Piston,260,169,158,53,60,"20,000","1,370","1,040",760,"1,015",655,"3,100","1,728",25/3,7/3,36/0,638,
Piper Aircraft,PA-24-250 Comanche,Piston,250,165,157,53,60,"20,000","1,350","1,650",750,"1,025",600,"2,800","1,690",24/1,7/3,36/0,630,
Piper Aircraft,PA-24-180 Comanche,Piston,180,145,139,53,60,"18,500",910,"2,240",750,"1,025",600,"2,550","1,530",24/9,7/3,36/0,730,
Piper Aircraft,PA-32R-301T Saratoga II TC,Pistion,300,192,177,60,102,"20,000",1119,"1,800","1,200","1,520",640,"3,600","2,464",27/9,8/6,36/2,822,
Piper Aircraft,PA-32R-301 Saratoga II HP,Piston,300,175,166,61,102,"15,588",,"1,770","1,220","1,520",640,"3,600","2,411",27/11,8/6,36/2,859,
Piper Aircraft,PA-32R-301T Turbo Saratoga SP (3-bld prop),Piston,300,195,177,57,102,"20,000","1,120","1,420",960,"1,725",732,"3,600","2,078",28/2,8/2,36/2,784,
Piper Aircraft,PA-32R-301 Saratoga SP (3-blade prop),Piston,300,163,158,57,102,"15,588","1,116","1,573","1,013","1,612",732,"3,600","1,999",27/8,8/2,36/2,784,
Piper Aircraft,PA32-301XTC,Piston,300,172,161,59,102,"20,000",,"1,888","1,397","1,822",911,"3,600","2,286",27/10,9/6,36/2,931,
Piper Aircraft,PA32-301FT 6X,Piston,300,155,148,59,102,"17,200",,"2,028","1,284","1,822",911,"3,600","2,222",27/10,9/6,36/2,804,
Piper Aircraft,PA-32RT-300T Turbo Lance II,Piston,300,189,175,61,94,"20,000","1,050","1,875","1,410","1,760","1,050","3,600","2,071",29/0,9/6,32/10,648,
Piper Aircraft,"PA-32R,RT II-300 Lance ('76=height 8/2)",Piston,300,165,156,61,94,"15,400","1,000","2,360","1,450","1,710",880,"3,600","1,968",28/4,9/6,32/10,748,
Piper Aircraft,PA-32-301T Turbo Saratoga (2-blade prop),Piston,300,178,165,58,102,"20,000","1,075","1,590","1,110","1,725",732,"3,600","2,003",28/2,8/2,36/2,627,
Piper Aircraft,PA-32-301 Saratoga (2-blade prop),Piston,300,152,150,58,102,"14,100",990,"1,759","1,183","1,612",732,"3,600","1,940",27/8,8/2,36/2,745,
Piper Aircraft,PA-32-300 '73-74 hgt=7/9 ('79 fuel=94 gal),Piston,300,156,151,55,50,"17,100","1,050","1,350",900,"1,000",630,"3,400","1,846",27/8,8/2,32/10,744,
Piper Aircraft,"PA-32-300,B,C,D,E Cherokee Six (thru '72)",Piston,300,151,146,55,50,"16,250","1,050","1,500","1,050","1,000",630,"3,400","1,789",27/7,7/9,32/8,673,
Piper Aircraft,PA-32-260 ('74-'78) 1974 height=7/9,Piston,260,148,137,55,84,"12,800",775,"1,800","1,200","1,000",640,"3,400","1,784",27/7,8/2,32/8,834,
Piper Aircraft,"PA-32-260,C,D,E & '73 (c/s prop)",Piston,260,144,137,55,50,"14,500",850,"1,240",740,"1,000",630,"3,400","1,706",27/7,7/9,32/8,834,
Piper Aircraft,PA-28-236 Dakota,Piston,235,148,143,56,72,"17,500","1,110","1,216",886,"1,725",825,"3,000","1,608",24/8,7/2,35/5,650,
Piper Aircraft,PA-28-201T Turbo Dakota,Piston,200,162,154,59,72,"20,000",902,"1,402",963,"1,697",861,"2,900","1,579",25/0,7/7,35/0,591,
Piper Aircraft,PA-28-235 Pathfinder,Piston,235,140,126,53,62,"13,550",800,"1,260",800,"1,740","1,040","3,000","1,592",24/1,7/5,32/0,485,
Piper Aircraft,PA-28-235 Charger,Piston,235,140,132,57,84,"12,000",800,"1,260",800,"1,740","1,040","3,000","1,550",24/1,7/8,32/0,690,
Piper Aircraft,"PA-28-235 C & D, E & F",Piston,235,144,136,52,84,"14,500",825,"1,360",800,"1,300",680,"2,900","1,467",23/7,7/3,32/0,710,
Piper Aircraft,PA-28-235 B Cherokee,Piston,235,144,136,52,50,"14,500",825,"1,040",600,"1,060",550,"2,900","1,435",23/8,7/3,32/0,408,
Piper Aircraft,"PA-28R-,RT-,201T Turbo Arrow III, IV",Piston,200,177,172,61,72,"20,000",940,"1,620","1,110","1,555",645,"2,900","1,692",27/4,8/4,35/5,695,
Piper Aircraft,"PA28R-201 Arrow III, 28RT-201 Arrow IV",Piston,200,149,138,55,72,"16,200",831,"1,600","1,025","1,525",615,"2,750","1,637",24/7,7/9,35/4,695,
Piper Aircraft,PA-28-200R Arrow II (1973-'76),Piston,200,152,143,56,50,"15,000",900,"1,800","1,025","1,380",780,"2,650","1,523",24/6,8/0,32/0,600,
Piper Aircraft,PA-28-200 R & RB Arrow,Piston,200,153,144,56,50,"16,000",910,"1,600",770,"1,380",780,"2,600","1,459",24/2,8/0,30/0,600,
Piper Aircraft,PA-28-180 R & RB Arrow,Piston,180,148,141,53,50,"15,000",875,"1,240",820,"1,340",776,"2,500","1,380",24/2,8/0,30/0,550,
Piper Aircraft,"PA-28-181 Archer II ('79-'81=15,000 service ceiling)",Piston,180,129,125,49,48,"13,236",667,"1,210",870,"1,390",925,"2,550","1,416",24/0,7/3,35/5,565,
Piper Aircraft,PA-28 180 Challenger & Archer,Piston,180,129,123,53,50,"14,150",725,"1,625",720,"1,185",635,"2,450","1,395",24/0,7/8,32/0,507,
Piper Aircraft,"PA-28 D 180,E,F,G (G=13,000 service ceiling)",Piston,180,132,124,50,50,"16,400",750,"1,620",720,"1,150",600,"2,400","1,310",23/5,7/3,30/0,510,
Piper Aircraft,"PA-28 B,C 180 Cherokee (C=15,700 svc. ceiling)",Piston,180,132,124,50,50,"16,400",750,"1,620",720,"1,150",600,"2,400","1,230",23/3,7/3,30/0,510,
Piper Aircraft,PA-28 C 160 Cherokee,Piston,160,127,119,48,50,"15,800",730,"1,650",740,890,550,"2,200","1,215",23/3,7/3,30/0,703,
Piper Aircraft,PA-28 C 150 Cherokee,Piston,150,125,117,47,50,"14,900",690,"1,700",780,890,535,"2,150","1,210",23/3,7/3,30/0,690,
Piper Aircraft,"PA-28 160,B 160 Cherokee",Piston,160,120,109,48,36,"15,000",700,"1,700",740,890,550,"2,200","1,210",23/3,7/3,30/0,440,
Piper Aircraft,"PA-28 150,B 150 Cherokee",Piston,150,118,107,47,36,"14,300",660,"1,750",780,890,535,"2,150","1,205",23/3,7/3,30/0,435,
Piper Aircraft,"PA-28-161 Warrior II ('79-'81=14,000 svc. ceil)",Piston,160,126,118,44,48,"11,000",644,"1,650",975,"1,160",595,"2,325","1,344",23/8,7/3,35/0,525,
Piper Aircraft,PA-28-151 Warrior (prior '77 stall=58),Piston,150,117,110,44,48,"12,700",649,"1,760","1,065","1,115",595,"2,325","1,336",23/8,7/3,35/0,626,
Piper Aircraft,PA-28 140 Cherokee Cruiser,Piston,150,124,110,48,36,"10,950",631,"1,700",800,"1,080",535,"2,150","1,290",23/3,7/3,30/0,455,
Piper Aircraft,"PA-28 140 B,C,D,E (B=23/4 lgt + 7/4 hgt)",Piston,150,123,117,48,36,"14,300",660,"1,700",800,"1,080",535,"2,150","1,237",23/3,7/3,30/0,480,
Piper Aircraft,PA-28 140-4 Cherokee (high gross),Piston,150,121,113,47,36,"14,300",660,"1,220",800,870,535,"2,150","1,180",23/3,7/3,30/0,457,
Piper Aircraft,PA-28 140 Cherokee (low gross),Piston,150,125,117,45,36,"15,000",820,"1,150",725,850,485,"1,950","1,180",23/3,7/3,30/0,457,
Piper Aircraft,"PA-38 Tomahawk (prior'80 svc ceil=12,000)",Piston,112,109,108,49,30,"13,000",718,"1,460",820,"1,544",707,"1,670","1,128",23/1,9/1,34/0,384,
Piper Aircraft,PA-36-375 Brave (spray restr. category),Piston,375,120,104,,86,,550,"1,765","1,220","1,200",630,"4,800","2,514",27/6,7/6,38/0,380,
Piper Aircraft,PA-36-300 Brave (spray restr. category),Piston,300,110,103,,86,,375,"2,090","1,350","1,470",715,"4,400","2,290",26/10,7/6,38/10,491,
Piper Aircraft,PA-36-285 Brave (normal category),Piston,285,131,128,54,87,"13,000",790,"1,410",875,"1,650",700,"3,900","2,140",27/4,7/5,39/0,660,
Piper Aircraft,"PA-25-260 C,D Pawnee (normal) c/spd prop",Piston,260,111,101,53,38,"15,800",775,"1,200",660,"1,105",850,"2,900","1,488",24/7,7/2,36/2,230,
Piper Aircraft,"PA-25 235 C,D Pawnee (normal category)",Piston,235,108,99,53,36,"14,500",700,"1,350",785,"1,105",850,"2,900","1,576",24/8,7/2,36/2,222,
Piper Aircraft,PA-25 150 Pawnee,Piston,150,98,83,50,42,"11,300",505,"1,370",625,930,400,"2,300","1,100",24/7,7/2,36/2,400,
Piper Aircraft,PA-22 160 Tri-Pacer,Piston,160,123,117,42,36,"16,500",800,"1,480","1,035","1,280",650,"2,000","1,110",20/5,8/3,29/3,435,
Piper Aircraft,PA-22 150 Tri-Pacer,Piston,150,122,113,43,36,"16,000",750,"1,600","1,120","1,280",650,"1,950","1,060",20/4,8/3,29/3,430,
Piper Aircraft,PA-22 135 Tri-Pacer,Piston,135,119,107,42,36,"15,000",620,"1,600","1,120","1,280",650,"1,850","1,060",20/4,8/3,29/3,470,
Piper Aircraft,PA-22 108 Colt,Piston,108,104,94,47,36,"12,000",610,"1,500",950,"1,250",500,"1,650",940,20/0,6/3,30/0,415,
Piper Aircraft,PA-20 135 Pacer,Piston,135,121,109,42,36,"15,000",620,"1,600","1,120","1,280",780,"1,950","1,020",20/4,6/1,29/3,470,
Piper Aircraft,PA-20 125 Pacer,Piston,125,117,103,41,36,"13,750",550,"1,725","1,210","1,280",780,"1,800","1,005",20/4,6/1,29/3,450,
Piper Aircraft,PA-18 150 Super Cub,Piston,150,113,100,37,36,"19,000",960,500,200,885,350,"1,750",983,22/6,6/8,35/4,400,
Piper Aircraft,PA-18-150 Super Cub (float) (thru'76),Piston,150,100,90,37,36,"17,500",830,990,700,730,430,"1,760","1,190",23/9,10/3,35/3,365,
Piper Aircraft,PA-18 135 Super Cub,Piston,135,106,95,37,36,"17,250",870,750,525,725,350,"1,750",878,22/5,6/7,35/3,470,
Piper Aircraft,PA-18 125 Super Cub,Piston,125,109,97,36,36,"18,500",940,650,420,725,350,"1,500",845,22/5,6/7,35/3,450,
Piper Aircraft,PA-18 95 Super Cub,Piston,90,97,87,37,18,"15,750",710,"1,150",452,800,385,"1,500",800,22/5,6/6,35/3,230,
Piper Aircraft,PA-16 Clipper,Piston,115,109,97,43,36,"13,500",600,925,720,875,600,"1,650",850,20/1,6/2,29/2,368,
Piper Aircraft,PA-14 Cruiser,Piston,115,107,96,40,30,"12,500",600,965,720,850,470,"1,850","1,020",23/1,6/4,35/4,364,
Piper Aircraft,PA-12 Super Cruiser,Piston,100,100,91,43,30,"12,300",575,720,410,470,360,"1,750",990,22/9,6/9,35/4,360,
Piper Aircraft,PA-11,Piston,90,197,87,35,18,"18,000",900,700,350,470,290,"1,220",730,22/4,6/8,35/2,230,
Piper Aircraft,J-3 Cub,Piston,65,76,65,33,9,"11,500",450,730,370,470,290,"1,220",680,22/4,6/8,35/2,146,
RAM Aircraft LP,RAM 421CW (W = winglets),Piston,375,230,223,,,,,,,,,"7,560",+54,Orig,Orig,44/0,,
RAM Aircraft LP,RAM 414AW-V (V = liquid-cooled),Piston,350,240,230,,,,,,,,,"7,105",+237,Orig,Orig,44/0,,
RAM Aircraft LP,RAM 414AV-VII,Piston,335,238,228,,,,,,,,,"7,105",,Orig,Orig,44/0,,
RAM Aircraft LP,RAM 414A-VII (no winglets),Piston,335,232,225,,,,,,,,,"7,105",,Orig,Orig,Orig,,
RAM Aircraft LP,RAM 414AW-IV (W = winglets),Piston,325,223,208,,,,,,,,,"7,105",+37,Orig,Orig,44/0,,
RAM Aircraft LP,"RAM 414A-IV, III or Super Ram",Piston,325,215,200,,,,,,,,,"7,105",NC,Orig,Orig,Orig,,
RAM Aircraft LP,"RAM 414-IV, III or Super Ram",Piston,325,215,200,,,,,,,,,"6,510",NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM 414-VI,Piston,335,218,205,,,,,,,,,"6,765",,Orig,Orig,Orig,,
RAM Aircraft LP,"RAM 414-II (39"" MP)",Piston,310,316,297,,,,,,,,,"6,510",NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM 340/340A-VI,Piston,335,228,210,,,,,,,,,"6,390",,Orig,Orig,Orig,,
RAM Aircraft LP,"RAM 340/340A-IV,III or Super Ram",Piston,325,225,207,,,,,,,,,"6,290",NC,Orig,Orig,Orig,,
RAM Aircraft LP,"RAM 340/340A-II (39"" MP)",Piston,310,220,203,,,,,,,,,"6,140",NC,Orig,Orig,Orig,,
RAM Aircraft LP,"RAM CT310P,Q,R /320-IV",Piston,325,244,215,,,,,,,,,"5,670",,Orig,Orig,Orig,,
RAM Aircraft LP,"RAM CT310P,Q,R /320-I",Piston,310,217,205,,,,,,,,,"5,670",,Orig,Orig,Orig,,
RAM Aircraft LP,RAM T310-IV (-P & -Q) / 320-IV,Piston,325,244,215,,,,,,,,,"5,670",NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM T310-I (-P & -Q),Piston,300,316,299,,,,,,,,,"5,700",NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM T210 (G-J),Piston,310,+5,+7,,,,,,,,,NC,NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM T206-I (A-F),Piston,310,+5,+7,,,,,,,,,NC,NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM 172 (1963-'76),Piston,160,+3,+4,,,,,,,,,NC,NC,Orig,Orig,Orig,,
RAM Aircraft LP,RAM PA 28-140/151,Piston,160,+3,+4,,,,,,,,,NC,NC,Orig,Orig,Orig,,
"Remos Aircraft, Inc.",G3,Piston,100,120,113,39,22,"15,000","1,300",600,330,,590,"1,320",625,21/5,5/6,32/4,550,
Riley Super Skyrocket,Jet Prop 421 C,Propjet,850,310,,,,"30,000","4,000",,,,,,,Orig,Orig,Orig,,
Riley Super Skyrocket,Jet Prop 421 (Cessna 421 conversion),Propjet,600,260,222,,"1,940","30,000","2,500",,"1,000","2,250",250,"7,450",,Orig,Orig,Orig,,
Riley Super Skyrocket,414 Rocket (Cessna 414 conversion),Piston,400,261,243,,240,"30,000","2,250",,,,,"6,825",,Orig,Orig,Orig,,
Riley Super Skyrocket,340 Rocket (Cessna 340 conversion),Piston,350,252,240,,203,"30,000","2,150",,,"1,840",,"6,290",,Orig,Orig,Orig,,
Riley Super Skyrocket,Super 340 (Cessna 340 conversion),Piston,310,252,235,70,100,"32,000","1,800","1,950","1,500","1,840","1,760","5,975",+22lb,Orig,Orig,Orig,,
Riley Super Skyrocket,TurboStream (Cessna 310 & 320 conv) 350hp,Piston,350,283,261,73,100,"35,000","2,900","1,340","1,000","1,790",640,"5,400",+150 lb,Orig,Orig,Orig,,
Riley Super Skyrocket,TurboStream (Cessna 310 & 320 conv) 310hp,Piston,310,274,252,73,100,"35,000","2,100","1,440","1,100","1,790",640,"5,400",+150 lb,Orig,Orig,Orig,,
Riley Super Skyrocket,Turbo Rocket (Cessna 310 conversion),Piston,290,270,263,62,170,"35,000","2,200",985,,"1,750",,"4,830","3,300",Orig,Orig,Orig,,
Riley Super Skyrocket,Rocket (Cessna 310 conversion),Piston,290,230,219,62,170,"22,500","2,000",985,,"1,750",,"4,830","3,100",Orig,Orig,Orig,,
Rocket Engineering / JetPROP LLC,305 Rocket,TSIO 520,305,230,215,60,75,"24,000",1800,1200,800,1500,900,3200,2070,25/5,8/4,36/1,900,
Rocket Engineering / JetPROP LLC,300 Missle,IO550,300,185,180,60,64,"18,800",1700,1200,800,1500,900,3200,2010,25/5,8/4,36/1,767,
Rocket Engineering / JetPROP LLC,JetProp DLX,PT6A-35,560,265+,262,60,151,"27,000",3000,1200,800,1000,800,4318,2900,30/1,11/3,43,1000,
Rocket Engineering / JetPROP LLC,JetProp DL,PT6A-21,550,254+,250,60,151,"27,000",2500,1200,800,1000,800,4318,2900,30/1,11/3,43,1000,
Rocket Engineering / JetPROP LLC,TurbineAir,PT6A-21,500,250+,245,56,120,"25,000",2500,1150,750,1000,600,4021,2800,30/6,8/5,37/10,900,
Rockwell Meyers 200,"200 D Meyers (Prop Jets, Inc.)",Piston,285,187,183,47,80,"18,500","1,450","1,150",900,"1,150",850,"3,000","1,940",24/4,7/4,30/6,746,
Rockwell Meyers 200,"200 B Meyers (Prop Jets, Inc.)",Piston,260,188,170,54,40,"19,700","1,245","1,260","1,010","1,150",850,"3,000","1,975",24/4,8/6,30/5,370,
Rockwell Meyers 200,"200 Meyers (Prop Jets, Inc.)",Piston,260,188,170,50,70,"18,500","1,150","1,375","1,100","1,150",850,"3,000","1,870",24/5,8/5,30/5,688,
Rockwell Meyers 200,100-180 Lark (S.L. Industries),Piston,180,120,115,55,44,"11,000",648,"1,575",875,"1,280",675,"2,450","1,532",24/9,10/1,35/0,470,
Rockwell Meyers 200,100 Darter (S.L. Industries),Piston,150,116,111,51,44,"13,000",785,"1,550",870,"1,215",650,"2,250","1,280",22/6,9/4,35/0,610,
Rockwell Meyers 200,100 (Formerly Volair) (S.L. Industries),Piston,135,123,111,42,44,"13,000",850,950,750,750,650,"2,250","1,280",22/6,9/4,35/0,642,
Rockwell Meyers 200,A9 Quail & Sparrow (See Aircraft Parts & Dev.),,,,,,,,,,,,,,,,,,,
Rockwell Meyers 200,"B1,B1A AG Commander (S.L. Industries)",Piston,450,103,91,59,40,"14,000",650,800,600,670,447,"3,000","1,600",24/0,8/0,35/0,273,
Sabreliner Corp.,Sabre 75A,Jet,"4,500",490,436,89,"7,380","45,000","4,500","4,380",,"2,625",,"23,000","13,200",47/2,17/3,44/5,"1,483",
Sabreliner Corp.,Sabre 75,Jet,"3,300",490,430,89,"7,380","45,000","4,000","5,500",,"2,760",,"21,000","12,200",47/2,17/3,44/5,"2,520",
Sabreliner Corp.,Sabre 65,Jet,"3,700",464,424,82,"8,844","45,000","3,540","5,895",,"2,720",,"24,000","13,754",46/11,16/0,50/5,"2,480",
Sabreliner Corp.,Sabre 60,Jet,"3,300",490,430,86,"7,122","45,000","4,700","5,300",,"2,365",,"20,172","11,250",46/11,16/0,44/8,"1,640",
Sabreliner Corp.,Sabre 40A,Jet,"3,300",490,430,83,"7,122","45,000","4,700","4,900",,"2,350",,"19,612","10,500",43/9,16/0,44/4,"1,640",
Sabreliner Corp.,NA265 (40 Sabreliner) 8 engines,Jet,"3,300",490,430,83,"7,122","45,000","5,050","4,450",,"2,250",,"18,650","10,500",43/9,16/0,44/4,"1,640",
Sportair USA LC,Sting Sport S3,Piston,100 hp,120,116,34,21.5,,"1,000",745,295,"1,020",345,"1,320",780,20/4,6/4,29/11,495,
Stinson,108-3,Piston,165,124,105,57,50,850,980,"1,500",,940,,"2,400","1,300",25/2,7/5,34/0,594,
Stinson,108-1,Piston,150,122,103,54,50,"16,800",875,"1,350",945,"1,400",940,"2,100","1,175",25/2,7/5,34/0,600,
Swift,GC-1B,Piston,125,130,122,43,30,"16,000","1,000","1,185",830,880,650,"1,710","1,125",20/9,6/1,29/3,432,
Symphony Aircraft Industries,SA-160,Piston,160,162,128,48,30,"16,400",850,"1,214",919,"1,837",755,"2,150","1,450",22/8,9/25,35,,
Taylorcraft Inc.,F-21B,Piston,118,109,100,42,40,"18,000",750,"1,140",720,,500,"1,750","1,040",22/3,6/6,36/0,296,
Taylorcraft Inc.,"F-21,F-21A (-21A=40 gal fuel + empty wgt=1,000)",Piston,115,109,103,37,24,"18,000",875,350,275,350,,"1,500",990,22/3,6/6,36/0,296,
Taylorcraft Inc.,"F-19, Sportsman 100",Piston,100,110,100,37,24,"18,000",775,375,300,375,,"1,500",900,22/1,6/6,36/0,290,
Tradewind Turbines,A-36 Bonanza Prop Jet,Propjet,450,220,220,57,114,"25,000","2,500",900,600,525,325,"3,849","2,400",29/2,8/7,33/5,985,
Twin Commander A/C,1000 Jet Prop,Propjet,820,309,303,77,474,"35,500","2,802","2,131","1,407","2,186","1,395","11,200","7,192",42/11,14/11,52/1,"2,080",
Twin Commander A/C,980 Jet Prop,Propjet,733,310,303,75,474,"37,100","2,777","1,830","1,299","1,958","1,277","10,325","6,727",42/11,14/11,52/1,"2,040",
Twin Commander A/C,900 Jet Prop,Propjet,748,290,286,77,425,"32,245","2,779","1,937","1,411","2,202","1,387","10,700","6,992",42/11,14/11,52/1,"1,722",
Twin Commander A/C,"690B,I,II Prop Jet(I empty weight=6,195)",Propjet,717.5,286,281,77,384,"32,800","2,821","2,259","1,458","2,100",,"10,325","6,733",44/4,14/11,46/8,"1,419",
Twin Commander A/C,"690A, Prop Jet (690 length=43/0 & height=14/11)",Propjet,717.5,285,279,77,384,"32,900","2,849","2,216","1,666","2,084",,"10,250","6,225",44/4,14/10,46/7,"1,471",
Twin Commander A/C,840 Jet Prop,Propjet,717.5,291,286,75,425,"34,050","2,824","1,854","1,285","1,971","1,240","10,325","6,629",42/11,14/11,52/1,"1,780",
Twin Commander A/C,720 Alti-Cruiser,Piston,340,235,204,62,223,"25,360","1,580","1,570","1,256","1,625","1,140","7,500","5,230",35/1,14/5,49/0,"1,217",
Twin Commander A/C,700 (Fuji),Piston,340,221,212,69,210,"27,400","1,578","2,264","1,604","2,154",,"6,947","4,704",38/2,13/4,42/5,,
Twin Commander A/C,685 pressurized,Piston,435,242,222,75,256,"27,500","1,490","2,711","1,949","2,312",,"9,000","6,021",43/0,14/11,46/7,"1,170",
Twin Commander A/C,"681 Hawk, 681B Turbo Commander",Propjet,575,252,236,89,286,"25,600","2,007","2,016","1,706","2,504","1,200","9,400","5,515",43/0,14/6,44/1,"1,296",
Twin Commander A/C,680 W Turbo II Prop Jet,Propjet,575,252,243,89,286,"26,500","2,025","1,975","1,660","2,460","1,200","9,400","6,423",43/0,14/6,44/0,957,
Twin Commander A/C,"680 T,V Prop Jet",Propjet,575,252,248,71,287,"30,000","2,000","1,975","1,700","2,460","1,200","9,400","5,100",41/3,14/6,49/6,956,
Twin Commander A/C,680 FLP Pressurized Grand,Piston,380,230,209,71,223,"28,500","1,285","1,740","1,560","1,360","1,200","8,500","5,600",41/3,14/9,49/6,"1,139",
Twin Commander A/C,680 FL Courser,Piston,380,239,204,74,223,"27,500","1,282","1,780","1,250","1,365","1,000","8,500","5,449",41/6,14/6,49/3,"1,139",
Twin Commander A/C,680 FL Grand,Piston,380,235,212,71,223,"26,500","1,200","1,740","1,560","1,360","1,200","8,500","5,600",41/3,14/5,49/5,"1,139",
Twin Commander A/C,680 F,Piston,380,244,221,67,223,"27,400","1,440","1,320","1,050","1,630","1,150","8,000","4,780",35/1,14/5,49/5,"1,139",
Twin Commander A/C,680 E,Piston,340,235,204,67,223,"26,000","1,440","1,565","1,175","1,450","1,015","7,500","5,230",35/1,14/5,49/0,"1,217",
Twin Commander A/C,680 Super,Piston,340,226,200,67,223,"25,570","1,625","1,565","1,180","1,630","1,020","7,000","4,443",35/1,14/5,44/1,"1,217",
Twin Commander A/C,560 F,Piston,350,216,200,63,223,"21,900","1,587","1,270","1,070","1,410","1,210","7,500","4,680",35/1,14/5,49/5,"1,522",
Twin Commander A/C,560 E,Piston,295,193,184,58,223,"21,500","1,450","1,450","1,160","1,500","1,050","6,500","4,300",35/1,14/5,49/0,"1,413",
Twin Commander A/C,560 A-HC,Piston,295,193,184,58,156,"22,000","1,510","1,250","1,050","1,370",960,"6,000","4,250",35/1,14/5,49/0,826,
Twin Commander A/C,560 A,Piston,275,183,174,58,156,"21,500","1,400","1,210",950,"1,370",900,"6,000","4,198",35/1,14/5,44/1,913,
Twin Commander A/C,560,Piston,270,179,171,52,150,"21,500","1,400","1,100",950,"1,050",900,"6,000","3,900",35/5,14/5,44/1,887,
Twin Commander A/C,500 S Shrike Commander & (Esquire thru'76),Piston,290,187,177,59,156,"19,400","1,340","1,915","1,100","2,235",975,"6,750","4,635",36/10,14/6,49/1,693,
Twin Commander A/C,500 U,Piston,290,204,190,59,156,"21,000","1,450","1,375","1,100","1,235",865,"6,750","4,348",35/1,14/6,49/1,"1,060",
Twin Commander A/C,500 B,Piston,290,198,190,59,156,"24,000","1,700","1,375","1,100","1,235",865,"6,750","4,350",35/1,14/9,49/5,957,
Twin Commander A/C,500 A,Piston,260,198,190,54,156,"22,500","1,400","1,210",970,"1,150",865,"6,250","4,255",35/1,14/5,49/5,957,
Twin Commander A/C,500,Piston,250,190,178,55,156,"22,500","1,400","1,250","1,000","1,350",950,"6,000","3,850",35/1,14/5,49/0,957,
Twin Commander A/C,520,Piston,260,183,171,52,150,"24,000","1,700","1,100",950,"1,050",900,"5,500","3,800",35/5,14/5,44/1,"1,000",
Varga,2180,Piston,180,130,116,45,33,"22,000","1,310",,,,,"1,817","1,175",21/2,7/0,30/0,365,
Varga,2150A Kachina,Piston,150,117,104,45,33,"22,000",910,,,,,"1,817","1,125",21/2,7/0,30/0,380,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
